,0,1,2
4,"With well-developed wafer and semiconductor industries, Taiwan has great promise in solar energy development, the chief executive officer of Taiwan's leading crystalline silicon solar cell manufacturing company said Monday.",Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.,0.9341737627983093
39,"Parker Bowles will never become Queen Camilla, nor will she take over the title of princess of Wales that was bestowed on her predecessor, Diana, whose marriage to Charles ended in divorce, partly over her.","Prince Charles' sons William and Harry are ""delighted"" at news he will marry Camilla Parker Bowles, a spokesman for the heir to the throne's office said Thursday.",0.9337936043739319
88,"Simon Peh, assistant director of Immigration Department, said  as one thirds of the Hong Kong Disneyland visitors are expected to come from the Chinese mainland, the Immigration Department is  ready to dispatch more staff members to various cross-border check points during the opening day and other holidays.","Hong Kong Disneyland will stage  its rehearsal from Aug. 16 to the theme park's opening on Sept.  12, the park said in a press release on Friday.",0.933417558670044
84,"A southbound commuter train heading to downtown Los Angeles hit the Jeep Grand Cherokee parked on the tracks, said Glendale Police Chief Randy G. Adams.","At least 10 people were killed and more than 180 injured Wednesday when a commuter train derailed after crashing into a car parked on tracks north of Los Angeles, then sideswiped an oncoming train, knocking it off its rails.",0.9330270886421204
30,"The US military said the raid was linked to the hunt for  kidnapped Jill Carroll, a freelance journalist working for the  Christian Science Monitor.","Carroll was abducted in western Baghdad on Saturday, by  kidnappers who killed her Iraqi interpreter, the paper said in a  statement, calling for her release.",0.9324160814285278
27,Justice Stephen G. Breyer said he had reluctantly and tentatively come to the conclusion that there was no way for the court to decide religious display cases other than by evaluating the divisive nature of the display on a case-by-case basis.,"The Ten Commandments monument on the Texas Capitol grounds should remain because it is a cultural and historical symbol that does not violate the separation of church and state, Texas Attorney General Greg Abbott told the U.S. Supreme Court Wednesday.",0.932055652141571
74,"Yasser Arafat is in a ""very difficult and serious"" situation, the Palestinian foreign minister said Tuesday after he and other officials met their critically ill leader's doctors.","The meeting brings together the 13 members of the high committee for national and Islamic forces, including Hamas, Islamic Jihad, the Popular Front for the Liberation of Palestine and (Arafat's) Fatah party,"" he added.",0.9313505291938782
5,"On Tuesday, Lefkow sat sequestered under armed federal guard in an undisclosed location, mourning her husband of 30 years and her 89-year-old mother, whom she found dead of gunshots to the head in their basement the day before, sending her screaming into the quiet street.",The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.,0.9312593340873718
29,"Allawi's party has had at least 22 of its members killed in the  space of two months, party official Imad Shbib said earlier this  month, adding that as many as 44 had been murdered since the fall of  Saddam Hussein's regime in April 2003.",Six police were killed in other attacks around Baghdad and  strikes against poll stations were reported across Iraq on the eve  of the country's historic election.,0.930275559425354
72,"The study, he said, ruled out the possibility that the teenagers who used marijuana were also those who were more likely to develop schizophrenia, whether or not they used the drug.","Cannabis has been shown to be responsible for 20 percent of  accidents caused by people under 30 years of age,"" said Patrick  Mura, president of the French Society for Analytical Toxicology.",0.9296792149543762
99,"Death-penalty states during the past decade have moved to abolish the punishment as applied to minors, and the number of killers under age 18 sentenced to death has dropped from 14 in 1999 to two last year, the lawyers said, citing data from statistician Victor Streib.",The Supreme Court ruled in Blakely v. Washington that the state system violated the constitutional right to trial by jury by permitting judges to make these essential findings.,0.924775242805481
92,"At least as intriguing as the nature of the moon's surface is the precise composition of Titan's smoggy, 12-layered atmosphere, which many believe may closely resemble the mix of gases that early Earth possessed -- rich in the organic chemicals essential for life to emerge and evolve.","With a gentle shove on Christmas Eve, the Cassini spacecraft will launch the European Space Agency's Huygens probe on a course that should send it plunging into the atmosphere of Saturn's big moon Titan.",0.9230746030807495
33,"The cardinals drew lots last week for rooms in the $20 million ""Domus Sanctae Marthae"" (St. Martha's House), a hotel built by John Paul II and operated by the Daughters of Charity of St. Vincent DePaul.","Other presumed front-runners include a slew of Italian cardinals, including Dionigi Tettamanzi, Angelo Sodano and Carlo Martini; Latin Americans Jorge Mario Bergoglio of Argentina, Oscar Rodriguez Maradiaga of Honduras and Claudio Hummes of Brazil; a Nigerian, Francis Arinze; and an Indian, Ivan Dias.",0.9220103621482849
35,"Other presumed front-runners include a slew of Italian cardinals, including Dionigi Tettamanzi, Angelo Sodano and Carlo Martini; Latin Americans Jorge Mario Bergoglio of Argentina, Oscar Rodriguez Maradiaga of Honduras and Claudio Hummes of Brazil; a Nigerian, Francis Arinze; and an Indian, Ivan Dias.","And the 115 cardinal-electors - those under age 80 - Sunday left apartments and hotels and seminaries around Rome and moved into the Domus Sanctae Marthae, the $20 million residence where they will stay while participating in the conclave that begins Monday.",0.9219321012496948
68,"Paul Smith, vice president of the California Grocers Association, said the proposal is strongly opposed by the industry group.","The San Francisco proposal parallels efforts in Ireland, South Africa, Bangladesh, Australia, Shanghai and Taiwan, which ban plastic bags or charge a fee to use them.",0.9211950898170471
9,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Los Angeles County fire rescue workers recovered the man's body about 500 feet from where the vehicle went into the water off Tuna Canyon Beach, said Lt.",0.9191712141036987
47,"Whether the decision to recall the product ends up undermining Merck's legal defenses or improving its image to juries is less predictable, according to legal experts.","Merck announced a global withdrawal Thursday of Vioxx, a blockbuster arthritis drug, after a study showed it increased the risk of strokes and heart attacks.",0.91597580909729
7,"An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week.","Cape Wind's involvement in the report has drawn critics, including Nickerson, who says the Army Corps was overly reliant on data collected by consultants paid for by the developer.",0.9151855111122131
89,"Hong Kong Disneyland will stage  its rehearsal from Aug. 16 to the theme park's opening on Sept.  12, the park said in a press release on Friday.","Specially invited guests including business affiliates, travel  trade associates, contractors, consultants, alliance partners,  government officers who have been involved in the Hong Kong  Disneyland project, and certain charitable organizations can enjoy a full day of Disney magic.",0.9107156991958618
34,"Other presumed front-runners include a slew of Italian cardinals, including Dionigi Tettamanzi, Angelo Sodano and Carlo Martini; Latin Americans Jorge Mario Bergoglio of Argentina, Oscar Rodriguez Maradiaga of Honduras and Claudio Hummes of Brazil; a Nigerian, Francis Arinze; and an Indian, Ivan Dias.","On Sunday, the cardinals moved into the super-secure Domus Sanctae Marthae, a euro26 million (US$20 million) hotel that John Paul had constructed inside Vatican City so they could rest in comfort in private rooms between voting sessions.",0.907374918460846
73,"- One of Arafat's doctors says he is suffering from a blood disease related to a viral infection, cancer or blood poisoning and must be hospitalized overseas.","The meeting brings together the 13 members of the high committee for national and Islamic forces, including Hamas, Islamic Jihad, the Popular Front for the Liberation of Palestine and (Arafat's) Fatah party,"" he added.",0.9051560759544373
71,"When all the known versions of a human gene are compared, in most cases they turn out to have had a single common ancestor about a million years ago.","The study, he said, ruled out the possibility that the teenagers who used marijuana were also those who were more likely to develop schizophrenia, whether or not they used the drug.",0.8965170979499817
70,"When all the known versions of a human gene are compared, in most cases they turn out to have had a single common ancestor about a million years ago.","In an editorial last year in the journal Neurology, Sirven said the best studies of marijuana's effects on humans so far have shown little objective evidence of benefit in patients with epilepsy or multiple sclerosis.",0.887823760509491
