,0,1,2
76,"The study, he said, ruled out the possibility that the teenagers who used marijuana were also those who were more likely to develop schizophrenia, whether or not they used the drug.","The evidence for the second process, he said, is that twins who reported that they had lived apart the longest also had the greatest differences in their epigenome.",0.8886367082595825
53,"President George W. Bush on Monday urged Congress to reauthorize the USA Patriot Act, the Justice Department's widely criticized anti-terrorism law.","The coalition wants Congress to repeal or let expire prosecutors' Patriot Act ability to easily obtain records in terrorism-related cases from businesses and other entities, including libraries; the provision that allows ""sneak and peek"" searches conducted without a property owner's or resident's knowledge and with warrants delivered afterward; and what they called an overbroad definition of ""terrorists"" that could include non-terrorism suspects.",0.8885132074356079
51,"But civil liberties advocates, who have pushed for the repeal of secret intelligence warrants under the library records provision, argue that federal authorities can already use standard criminal warrants at libraries if they have evidence linking a suspect to terrorism.","President George W. Bush on Monday urged Congress to reauthorize the USA Patriot Act, the Justice Department's widely criticized anti-terrorism law.",0.8882431983947754
14,"An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week.","Cape Wind's involvement in the report has drawn critics, including Nickerson, who says the Army Corps was overly reliant on data collected by consultants paid for by the developer.",0.8878257274627686
91,"At least as intriguing as the nature of the moon's surface is the precise composition of Titan's smoggy, 12-layered atmosphere, which many believe may closely resemble the mix of gases that early Earth possessed -- rich in the organic chemicals essential for life to emerge and evolve.","With a gentle shove on Christmas Eve, the Cassini spacecraft will launch the European Space Agency's Huygens probe on a course that should send it plunging into the atmosphere of Saturn's big moon Titan.",0.8838562369346619
73,"Paul Smith, vice president of the California Grocers Association, said the proposal is strongly opposed by the industry group.","Rwanda imposed a ban on the manufacture and importation of  polythene bags last year, while the United Nations Environment  Program is working with the Kenyan government to ban plastic bags  there in a new waste management strategy.",0.8823844790458679
52,"President George W. Bush on Monday urged Congress to reauthorize the USA Patriot Act, the Justice Department's widely criticized anti-terrorism law.","Critics says among the law's more controversial powers is the FBI's ability to obtain library and bookstore records in terrorism cases, and so-called ""sneak and peek"" search warrants in which agents need not immediately tell suspects their home or business had been searched.",0.8780874609947205
66,"More than 7,000  Hurricane Katrina survivors taking refuge in Texas shelters were  being uprooted again Tuesday as Hurricane Rita threatened the state  neighboring Louisiana, officials said.","Hurricane Rita barreled near southern Florida islands and headed  toward the Gulf of Mexico, threatening Texas and Louisiana with  winds of 160 kilometers per hour (100 mph).",0.8769171237945557
10,Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.,"And the new federal energy law, signed by President Bush last month, includes a tax credit of as much as $2,000 for the purchase and installation of a residential solar-power system.",0.8750596046447754
68,"For 2005, it budgeted nearly $3 billion for research and development of climate-change technology, mostly through subsidies and tax breaks for work on hydrogen fuel-cell developments and so-called clean coal technology, which releases less carbon dioxide.","Carbon dioxode and methane are among what are known as  greenhouse gases, increased concentrations of which in the earth's  atmosphere have been blamed by scientists for global warming.",0.8711509108543396
74,"Paul Smith, vice president of the California Grocers Association, said the proposal is strongly opposed by the industry group.","The San Francisco proposal parallels efforts in Ireland, South Africa, Bangladesh, Australia, Shanghai and Taiwan, which ban plastic bags or charge a fee to use them.",0.8685739040374756
17,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest.",0.8674450516700745
87,"Hong Kong Disneyland will stage  its rehearsal from Aug. 16 to the theme park's opening on Sept.  12, the park said in a press release on Friday.","Specially invited guests including business affiliates, travel  trade associates, contractors, consultants, alliance partners,  government officers who have been involved in the Hong Kong  Disneyland project, and certain charitable organizations can enjoy a full day of Disney magic.",0.8654569387435913
18,"Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain.","Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest.",0.8599284887313843
45,"The cardinals drew lots last week for rooms in the $20 million ""Domus Sanctae Marthae"" (St. Martha's House), a hotel built by John Paul II and operated by the Daughters of Charity of St. Vincent DePaul.","Other presumed front-runners include a slew of Italian cardinals, including Dionigi Tettamanzi, Angelo Sodano and Carlo Martini; Latin Americans Jorge Mario Bergoglio of Argentina, Oscar Rodriguez Maradiaga of Honduras and Claudio Hummes of Brazil; a Nigerian, Francis Arinze; and an Indian, Ivan Dias.",0.8595215082168579
15,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Los Angeles County fire rescue workers recovered the man's body about 500 feet from where the vehicle went into the water off Tuna Canyon Beach, said Lt.",0.8559476137161255
